PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_DOMAIN;REQUIREMENTS_ATTRIBUTES_SUBDOMAIN;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_AUDITCHECKLIST;REQUIREMENTS_ATTRIBUTES_RELATEDREGULATIONS;REQUIREMENTS_ATTRIBUTES_AUDITEVIDENCE;REQUIREMENTS_ATTRIBUTES_NONCOMPLIANCECASES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.6;Remote Access Control;Managing information systems and handling personal information outside of protected areas is, in principle, prohibited. However, if remote access is allowed for unavoidable reasons such as telecommuting, incident response, or remote collaboration, protective measures must be established and implemented, including approval from responsible personnel, designation of access devices, setting access scope and duration, enhanced authentication, encrypted communication, and securing access devices (e.g., antivirus, patches).;2. Control Measures Requirements;2.6 Access Control;2.6.6 Remote Access Control;['Is remote operation of information systems through external networks such as the internet prohibited in principle, and are compensatory measures in place if allowed for unavoidable reasons such as incident response?', 'Is access through remote operation of information systems allowed only for specific devices when done through internal networks?', 'Are protective measures established and implemented to prevent security incidents such as data breaches and hacking during remote work, such as telecommuting, remote collaboration, and smart work?', 'Are the devices used for remote access to personal information processing systems for management, operation, development, and security purposes designated as management terminals, and are safety measures such as prohibiting unauthorized operations and use for purposes other than those intended being applied?'];['Personal Information Protection Act Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information Article 6 (Access Control)'];['Remote access application form (e.g., VPN)', 'VPN account list', 'VPN access control policy settings', 'IP management log', 'Remote access control settings (server settings, security system settings, etc.)', 'Designation and management of management terminals', 'Network diagram'];['Case 1: Although internal regulations state that remote access to the system is prohibited in principle and, when allowed, access is restricted through IP-based access control, remote desktop connections and SSH access to the system are not limited by IP addresses, allowing access from any PC.', 'Case 2: A VPN has been established for remote management, but it is always available without usage approval or access period restrictions.', 'Case 3: Work-related mobile apps have been installed on personal smart devices for external workers, but appropriate protective measures (e.g., antivirus, encryption, wiping in case of loss or theft) to prevent personal information leaks are not being applied.', 'Case 4: VPN access for external users is not limited by network segments and information systems, allowing excessive access to the entire internal network and information systems for authenticated remote users.'];FAIL;Network ACL acl-074846676f7caa2ee has every port open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_any_port;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.10.1;Security System Operation;For each type of security system, an administrator must be designated, and operational procedures such as updating to the latest policies, modifying rule sets, and monitoring events must be established and implemented. The status of policy application for each security system must be managed.;2. Control Measures Requirements;2.10 System and Service Security Management;2.10.1 Security System Operation;['Has the organization established and implemented operational procedures for the security systems in use?', 'Is access to the security system administrators limited to a minimum, and is unauthorized access strictly controlled?', 'Has the organization established and implemented formal procedures for registering, modifying, and deleting policies for each security system?', 'Are exception policies for the security system managed according to procedures, and are users of exception policies managed with the minimum privileges?', 'Is the validity of the policies set on the security system periodically reviewed?', 'Has the organization installed and operated security systems that perform functions specified by law to prevent illegal access and data leakage in personal information processing systems?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['Security system configuration', 'Network configuration', 'Security system operational procedures', 'Firewall policies', 'Firewall policy setup/modification request forms', 'Exception list for the security system', 'Management screens for each security system (firewall, IPS, server access control, DLP, DRM, etc.)', 'Security system policy review history'];['Case 1: Regular reviews of the security policies for the intrusion prevention system were not conducted, resulting in unnecessary or excessively permissive policies.', 'Case 2: There are no procedures or criteria for applying, modifying, or deleting security policies, or such procedures exist but are not followed.', 'Case 3: The assignment and supervision of administrators for the security system were not properly implemented.', 'Case 4: Although internal guidelines stipulate that the information security officer must record and maintain the history of security policy changes for the security system, the policy management ledger was not periodically maintained, or the policies recorded in the ledger did not match those actually applied in the operating system.'];FAIL;Network ACL acl-074846676f7caa2ee has every port open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_any_port;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.10.3;Public Server Security;For servers exposed to external networks, protective measures must be established and implemented, including separating them from internal networks, conducting vulnerability assessments, access control, authentication, and establishing procedures for information collection, storage, and disclosure.;2. Control Measures Requirements;2.10 System and Service Security Management;2.10.3 Public Server Security;['Are protective measures established and implemented for the operation of public servers?', 'Are public servers installed in a DMZ separated from internal networks and protected by security systems such as firewalls?', 'When posting or storing personal or sensitive information on public servers, are approval and posting procedures, including obtaining approval from the responsible person, established and followed?', 'Does the organization regularly check whether sensitive information is being exposed through websites and web servers, and if exposure is detected, are measures taken immediately to block it?'];[];['Network diagram', 'Website information disclosure procedures and history (e.g., requests, approvals, posting history)', 'Inspection history of personal and sensitive information exposure'];"[""Case 1: Due to vulnerabilities in publicly exposed websites, unauthorized individuals were able to access others' personal information through Google search."", 'Case 2: Although internal regulations require approval procedures before posting personal information on websites, there were multiple cases where personal information was posted without following these procedures.', 'Case 3: In web applications such as bulletin boards, it was possible to arbitrarily modify or delete posts made by others, or view password-protected posts.']";FAIL;Network ACL acl-074846676f7caa2ee has every port open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_any_port;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.1;Network Access;In order to control unauthorized access to the network, management procedures such as IP management and device authentication must be established and implemented. Network segmentation (DMZ, server farm, DB zone, development zone, etc.) and access controls must be applied according to the business purpose and importance.;2. Control Measures Requirements;2.6 Access Control;2.6.1 Network Access;['Has the organization identified all access paths to its network and ensured that internal networks are controlled so that only authorized users can access them according to the access control policy?', 'Has the organization physically or logically segmented the network based on services, user groups, information asset importance, and legal requirements, and applied access control between different network segments?', 'Has the organization established IP address allocation standards for each network segment, and applied measures such as assigning private IPs to systems like database servers that do not require external connections?', 'Has the organization implemented protective measures for communication paths when connecting networks between physically separated locations, such as IDCs, branches, and agents?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['Network diagram', 'IP management ledger', 'Information asset list', 'Firewall rules'];"['Case 1: The network configuration and interviews revealed that data transmission and reception between external sites and the servers located in the IDC are being processed through the general internet line, rather than using VPN or dedicated lines as specified in internal regulations.', 'Case 2: The IP addresses of some important servers, such as database servers located in the internal network, were set to public IPs instead of private IPs as per internal regulations, and network access blocking was not applied.', 'Case 3: Although a server farm was established, access from the internal network to the server farm was excessively allowed due to insufficient network access control settings.', 'Case 4: The network provided to external parties (e.g., external developers, visitors) was not separated from the internal business network without appropriate controls.', ""Case 5: Contrary to internal regulations, the organization's network could be accessed and used simply by connecting a network cable without applying protective measures such as MAC address authentication and mandatory security software installation.""]";FAIL;Network ACL acl-074846676f7caa2ee has SSH port 22 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.2;Access to Information Systems;The users, access restriction methods, and secure access means for accessing information systems such as servers and network systems must be defined and controlled.;2. Control Measures Requirements;2.6 Access Control;2.6.2 Access to Information Systems;['Have users, access locations, and access means allowed to access operating systems (OS) of information systems such as servers, network systems, and security systems been defined and controlled?', 'Is the system automatically disconnected when there is no work processed after accessing the information system for a certain period?', 'Are services unrelated to the purpose of using the information system removed?', 'Are information systems that provide key services operated on independent servers?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['List of operating system accounts of information systems', 'Server security settings', 'Server access control policy (e.g., SecureOS management screen)', 'Server and network configuration diagram', 'Information asset list'];['Case 1: When a server administrator accesses a Windows server located in the IDC from the office using terminal services, session timeout settings are not configured, allowing the session to remain open for a long period without any activity.', 'Case 2: Due to improper restrictions on server-to-server access, a user authorized to access a particular server can access other unauthorized servers via that server.', 'Case 3: Unsafe access protocols (e.g., telnet, ftp) are being used without valid reasons or compensatory measures, and unnecessary services and ports are open.', 'Case 4: Although the access control policy requires all access to servers to go through a server access control system, bypass routes exist that allow access to servers without going through the system.'];FAIL;Network ACL acl-074846676f7caa2ee has SSH port 22 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.6;Remote Access Control;Managing information systems and handling personal information outside of protected areas is, in principle, prohibited. However, if remote access is allowed for unavoidable reasons such as telecommuting, incident response, or remote collaboration, protective measures must be established and implemented, including approval from responsible personnel, designation of access devices, setting access scope and duration, enhanced authentication, encrypted communication, and securing access devices (e.g., antivirus, patches).;2. Control Measures Requirements;2.6 Access Control;2.6.6 Remote Access Control;['Is remote operation of information systems through external networks such as the internet prohibited in principle, and are compensatory measures in place if allowed for unavoidable reasons such as incident response?', 'Is access through remote operation of information systems allowed only for specific devices when done through internal networks?', 'Are protective measures established and implemented to prevent security incidents such as data breaches and hacking during remote work, such as telecommuting, remote collaboration, and smart work?', 'Are the devices used for remote access to personal information processing systems for management, operation, development, and security purposes designated as management terminals, and are safety measures such as prohibiting unauthorized operations and use for purposes other than those intended being applied?'];['Personal Information Protection Act Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information Article 6 (Access Control)'];['Remote access application form (e.g., VPN)', 'VPN account list', 'VPN access control policy settings', 'IP management log', 'Remote access control settings (server settings, security system settings, etc.)', 'Designation and management of management terminals', 'Network diagram'];['Case 1: Although internal regulations state that remote access to the system is prohibited in principle and, when allowed, access is restricted through IP-based access control, remote desktop connections and SSH access to the system are not limited by IP addresses, allowing access from any PC.', 'Case 2: A VPN has been established for remote management, but it is always available without usage approval or access period restrictions.', 'Case 3: Work-related mobile apps have been installed on personal smart devices for external workers, but appropriate protective measures (e.g., antivirus, encryption, wiping in case of loss or theft) to prevent personal information leaks are not being applied.', 'Case 4: VPN access for external users is not limited by network segments and information systems, allowing excessive access to the entire internal network and information systems for authenticated remote users.'];FAIL;Network ACL acl-074846676f7caa2ee has SSH port 22 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.10.1;Security System Operation;For each type of security system, an administrator must be designated, and operational procedures such as updating to the latest policies, modifying rule sets, and monitoring events must be established and implemented. The status of policy application for each security system must be managed.;2. Control Measures Requirements;2.10 System and Service Security Management;2.10.1 Security System Operation;['Has the organization established and implemented operational procedures for the security systems in use?', 'Is access to the security system administrators limited to a minimum, and is unauthorized access strictly controlled?', 'Has the organization established and implemented formal procedures for registering, modifying, and deleting policies for each security system?', 'Are exception policies for the security system managed according to procedures, and are users of exception policies managed with the minimum privileges?', 'Is the validity of the policies set on the security system periodically reviewed?', 'Has the organization installed and operated security systems that perform functions specified by law to prevent illegal access and data leakage in personal information processing systems?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['Security system configuration', 'Network configuration', 'Security system operational procedures', 'Firewall policies', 'Firewall policy setup/modification request forms', 'Exception list for the security system', 'Management screens for each security system (firewall, IPS, server access control, DLP, DRM, etc.)', 'Security system policy review history'];['Case 1: Regular reviews of the security policies for the intrusion prevention system were not conducted, resulting in unnecessary or excessively permissive policies.', 'Case 2: There are no procedures or criteria for applying, modifying, or deleting security policies, or such procedures exist but are not followed.', 'Case 3: The assignment and supervision of administrators for the security system were not properly implemented.', 'Case 4: Although internal guidelines stipulate that the information security officer must record and maintain the history of security policy changes for the security system, the policy management ledger was not periodically maintained, or the policies recorded in the ledger did not match those actually applied in the operating system.'];FAIL;Network ACL acl-074846676f7caa2ee has SSH port 22 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.10.3;Public Server Security;For servers exposed to external networks, protective measures must be established and implemented, including separating them from internal networks, conducting vulnerability assessments, access control, authentication, and establishing procedures for information collection, storage, and disclosure.;2. Control Measures Requirements;2.10 System and Service Security Management;2.10.3 Public Server Security;['Are protective measures established and implemented for the operation of public servers?', 'Are public servers installed in a DMZ separated from internal networks and protected by security systems such as firewalls?', 'When posting or storing personal or sensitive information on public servers, are approval and posting procedures, including obtaining approval from the responsible person, established and followed?', 'Does the organization regularly check whether sensitive information is being exposed through websites and web servers, and if exposure is detected, are measures taken immediately to block it?'];[];['Network diagram', 'Website information disclosure procedures and history (e.g., requests, approvals, posting history)', 'Inspection history of personal and sensitive information exposure'];"[""Case 1: Due to vulnerabilities in publicly exposed websites, unauthorized individuals were able to access others' personal information through Google search."", 'Case 2: Although internal regulations require approval procedures before posting personal information on websites, there were multiple cases where personal information was posted without following these procedures.', 'Case 3: In web applications such as bulletin boards, it was possible to arbitrarily modify or delete posts made by others, or view password-protected posts.']";FAIL;Network ACL acl-074846676f7caa2ee has SSH port 22 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_22;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.1;Network Access;In order to control unauthorized access to the network, management procedures such as IP management and device authentication must be established and implemented. Network segmentation (DMZ, server farm, DB zone, development zone, etc.) and access controls must be applied according to the business purpose and importance.;2. Control Measures Requirements;2.6 Access Control;2.6.1 Network Access;['Has the organization identified all access paths to its network and ensured that internal networks are controlled so that only authorized users can access them according to the access control policy?', 'Has the organization physically or logically segmented the network based on services, user groups, information asset importance, and legal requirements, and applied access control between different network segments?', 'Has the organization established IP address allocation standards for each network segment, and applied measures such as assigning private IPs to systems like database servers that do not require external connections?', 'Has the organization implemented protective measures for communication paths when connecting networks between physically separated locations, such as IDCs, branches, and agents?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['Network diagram', 'IP management ledger', 'Information asset list', 'Firewall rules'];"['Case 1: The network configuration and interviews revealed that data transmission and reception between external sites and the servers located in the IDC are being processed through the general internet line, rather than using VPN or dedicated lines as specified in internal regulations.', 'Case 2: The IP addresses of some important servers, such as database servers located in the internal network, were set to public IPs instead of private IPs as per internal regulations, and network access blocking was not applied.', 'Case 3: Although a server farm was established, access from the internal network to the server farm was excessively allowed due to insufficient network access control settings.', 'Case 4: The network provided to external parties (e.g., external developers, visitors) was not separated from the internal business network without appropriate controls.', ""Case 5: Contrary to internal regulations, the organization's network could be accessed and used simply by connecting a network cable without applying protective measures such as MAC address authentication and mandatory security software installation.""]";FAIL;Network ACL acl-074846676f7caa2ee has Microsoft RDP port 3389 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_3389;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.2;Access to Information Systems;The users, access restriction methods, and secure access means for accessing information systems such as servers and network systems must be defined and controlled.;2. Control Measures Requirements;2.6 Access Control;2.6.2 Access to Information Systems;['Have users, access locations, and access means allowed to access operating systems (OS) of information systems such as servers, network systems, and security systems been defined and controlled?', 'Is the system automatically disconnected when there is no work processed after accessing the information system for a certain period?', 'Are services unrelated to the purpose of using the information system removed?', 'Are information systems that provide key services operated on independent servers?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['List of operating system accounts of information systems', 'Server security settings', 'Server access control policy (e.g., SecureOS management screen)', 'Server and network configuration diagram', 'Information asset list'];['Case 1: When a server administrator accesses a Windows server located in the IDC from the office using terminal services, session timeout settings are not configured, allowing the session to remain open for a long period without any activity.', 'Case 2: Due to improper restrictions on server-to-server access, a user authorized to access a particular server can access other unauthorized servers via that server.', 'Case 3: Unsafe access protocols (e.g., telnet, ftp) are being used without valid reasons or compensatory measures, and unnecessary services and ports are open.', 'Case 4: Although the access control policy requires all access to servers to go through a server access control system, bypass routes exist that allow access to servers without going through the system.'];FAIL;Network ACL acl-074846676f7caa2ee has Microsoft RDP port 3389 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_3389;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.4;Database Access;Identify the information stored and managed in the database, such as the table list, and establish and implement access control policies according to the importance of the information and the type of applications and users.;2. Control Measures Requirements;2.6 Access Control;2.6.4 Database Access;['Are you identifying the information stored and managed in the database, such as the table list?', 'Are you clearly identifying the applications, information systems (servers), and users that need access to information in the database and controlling access according to the access control policy?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 5 (Management of Access Rights), Article 6 (Access Control)'];['Database status (e.g., tables, columns)', 'List of database user accounts and permissions', 'Database access control policy (e.g., database access control system management screen)', 'Network diagram (e.g., database zone)', 'Information asset list'];['Case 1: A database that stores and processes a large amount of personal information is operated on the same physical server as a web application accessible via the Internet, without separating them.', 'Case 2: Developers and operators share accounts used by the application to access the production database.', 'Case 3: Although internal regulations require database access rights to be restricted by object, access rights to the database are granted uniformly to administrators, even those who do not need access to personal information tables.', 'Case 4: A database access control solution has been implemented, but access to the database is not properly restricted by IP address, allowing users to bypass the access control solution.', 'Case 5: The table status of a database storing personal information has not been identified, resulting in the unnecessary retention of personal information in temporary tables that have not been deleted.'];FAIL;Network ACL acl-074846676f7caa2ee has Microsoft RDP port 3389 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_3389;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.6.6;Remote Access Control;Managing information systems and handling personal information outside of protected areas is, in principle, prohibited. However, if remote access is allowed for unavoidable reasons such as telecommuting, incident response, or remote collaboration, protective measures must be established and implemented, including approval from responsible personnel, designation of access devices, setting access scope and duration, enhanced authentication, encrypted communication, and securing access devices (e.g., antivirus, patches).;2. Control Measures Requirements;2.6 Access Control;2.6.6 Remote Access Control;['Is remote operation of information systems through external networks such as the internet prohibited in principle, and are compensatory measures in place if allowed for unavoidable reasons such as incident response?', 'Is access through remote operation of information systems allowed only for specific devices when done through internal networks?', 'Are protective measures established and implemented to prevent security incidents such as data breaches and hacking during remote work, such as telecommuting, remote collaboration, and smart work?', 'Are the devices used for remote access to personal information processing systems for management, operation, development, and security purposes designated as management terminals, and are safety measures such as prohibiting unauthorized operations and use for purposes other than those intended being applied?'];['Personal Information Protection Act Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information Article 6 (Access Control)'];['Remote access application form (e.g., VPN)', 'VPN account list', 'VPN access control policy settings', 'IP management log', 'Remote access control settings (server settings, security system settings, etc.)', 'Designation and management of management terminals', 'Network diagram'];['Case 1: Although internal regulations state that remote access to the system is prohibited in principle and, when allowed, access is restricted through IP-based access control, remote desktop connections and SSH access to the system are not limited by IP addresses, allowing access from any PC.', 'Case 2: A VPN has been established for remote management, but it is always available without usage approval or access period restrictions.', 'Case 3: Work-related mobile apps have been installed on personal smart devices for external workers, but appropriate protective measures (e.g., antivirus, encryption, wiping in case of loss or theft) to prevent personal information leaks are not being applied.', 'Case 4: VPN access for external users is not limited by network segments and information systems, allowing excessive access to the entire internal network and information systems for authenticated remote users.'];FAIL;Network ACL acl-074846676f7caa2ee has Microsoft RDP port 3389 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_3389;False
aws;The ISMS-P certification, established by KISA (Korea Internet & Security Agency), is a system where an independent certification body evaluates whether a company or organization's information security and privacy protection measures comply with certification standards, and grants certification. This helps organizations improve public trust in their services and respond effectively to increasingly complex cyber threats. The ISMS-P framework also provides comprehensive guidelines for systematically establishing, implementing, and managing information security and privacy protection.;872515266548;us-east-1;2025-07-18 13:22:16.636454;2.10.1;Security System Operation;For each type of security system, an administrator must be designated, and operational procedures such as updating to the latest policies, modifying rule sets, and monitoring events must be established and implemented. The status of policy application for each security system must be managed.;2. Control Measures Requirements;2.10 System and Service Security Management;2.10.1 Security System Operation;['Has the organization established and implemented operational procedures for the security systems in use?', 'Is access to the security system administrators limited to a minimum, and is unauthorized access strictly controlled?', 'Has the organization established and implemented formal procedures for registering, modifying, and deleting policies for each security system?', 'Are exception policies for the security system managed according to procedures, and are users of exception policies managed with the minimum privileges?', 'Is the validity of the policies set on the security system periodically reviewed?', 'Has the organization installed and operated security systems that perform functions specified by law to prevent illegal access and data leakage in personal information processing systems?'];['Personal Information Protection Act, Article 29 (Obligation to Take Safety Measures)', 'Standards for Ensuring the Safety of Personal Information, Article 6 (Access Control)'];['Security system configuration', 'Network configuration', 'Security system operational procedures', 'Firewall policies', 'Firewall policy setup/modification request forms', 'Exception list for the security system', 'Management screens for each security system (firewall, IPS, server access control, DLP, DRM, etc.)', 'Security system policy review history'];['Case 1: Regular reviews of the security policies for the intrusion prevention system were not conducted, resulting in unnecessary or excessively permissive policies.', 'Case 2: There are no procedures or criteria for applying, modifying, or deleting security policies, or such procedures exist but are not followed.', 'Case 3: The assignment and supervision of administrators for the security system were not properly implemented.', 'Case 4: Although internal guidelines stipulate that the information security officer must record and maintain the history of security policy changes for the security system, the policy management ledger was not periodically maintained, or the policies recorded in the ledger did not match those actually applied in the operating system.'];FAIL;Network ACL acl-074846676f7caa2ee has Microsoft RDP port 3389 open to the Internet.;arn:aws:ec2:us-east-1:872515266548:network-acl/acl-074846676f7caa2ee;acl-074846676f7caa2ee;ec2_networkacl_allow_ingress_tcp_port_3389;False
